Agencia;dia;categoria;Senhas atendimento;time;Até 5 min. de espera;5 a 10 min. de espera;10 a 15 min. de espera;15 a 20 min. de espera;20 a 30 min. de espera;30 a 40 min. de espera;40 a 50 min. de espera;Acima de 50 min. de espera
Piracicaba Vila Rezende;28/02/2023;3 - A - CAIXA ;42;00:02:34;36;5;1;0;0;0;0;0
Piracicaba Vila Rezende;28/02/2023;4 - B - CAIXA PREFERENCIAL;14;00:02:27;12;2;0;0;0;0;0;0
Piracicaba Vila Rezende;28/02/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:00:46;1;0;0;0;0;0;0;0
Piracicaba Vila Rezende;01/03/2023;3 - A - CAIXA ;39;00:03:26;31;2;3;3;0;0;0;0
Piracicaba Vila Rezende;01/03/2023;4 - B - CAIXA PREFERENCIAL;17;00:02:30;14;2;1;0;0;0;0;0
Piracicaba Vila Rezende;02/03/2023;3 - A - CAIXA ;31;00:03:42;21;6;4;0;0;0;0;0
Piracicaba Vila Rezende;02/03/2023;4 - B - CAIXA PREFERENCIAL;17;00:02:04;14;3;0;0;0;0;0;0
Piracicaba Vila Rezende;03/03/2023;3 - A - CAIXA ;51;00:03:13;40;5;6;0;0;0;0;0
Piracicaba Vila Rezende;03/03/2023;4 - B - CAIXA PREFERENCIAL;16;00:01:43;13;3;0;0;0;0;0;0
Piracicaba Vila Rezende;03/03/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:00:06;1;0;0;0;0;0;0;0
Piracicaba Vila Rezende;06/03/2023;3 - A - CAIXA ;66;00:08:39;22;20;12;8;3;1;0;0
Piracicaba Vila Rezende;06/03/2023;4 - B - CAIXA PREFERENCIAL;34;00:05:13;20;7;6;1;0;0;0;0
Piracicaba Vila Rezende;07/03/2023;3 - A - CAIXA ;60;00:05:16;36;11;9;4;0;0;0;0
Piracicaba Vila Rezende;07/03/2023;4 - B - CAIXA PREFERENCIAL;12;00:03:15;10;1;0;1;0;0;0;0
Piracicaba Vila Rezende;08/03/2023;3 - A - CAIXA ;43;00:01:54;39;4;0;0;0;0;0;0
Piracicaba Vila Rezende;08/03/2023;4 - B - CAIXA PREFERENCIAL;18;00:01:43;17;1;0;0;0;0;0;0
Piracicaba Vila Rezende;09/03/2023;3 - A - CAIXA ;45;00:03:08;33;10;2;0;0;0;0;0
Piracicaba Vila Rezende;09/03/2023;4 - B - CAIXA PREFERENCIAL;17;00:03:27;13;4;0;0;0;0;0;0
Piracicaba Vila Rezende;10/03/2023;3 - A - CAIXA ;62;00:06:06;38;10;5;2;6;1;0;0
Piracicaba Vila Rezende;10/03/2023;4 - B - CAIXA PREFERENCIAL;26;00:04:02;17;7;1;1;0;0;0;0
Piracicaba Vila Rezende;10/03/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;2;00:03:53;1;1;0;0;0;0;0;0
Piracicaba Vila Rezende;13/03/2023;3 - A - CAIXA ;41;00:04:47;25;8;8;0;0;0;0;0
Piracicaba Vila Rezende;13/03/2023;4 - B - CAIXA PREFERENCIAL;31;00:05:09;15;12;3;1;0;0;0;0
Piracicaba Vila Rezende;14/03/2023;3 - A - CAIXA ;44;00:04:16;30;7;1;5;1;0;0;0
Piracicaba Vila Rezende;14/03/2023;4 - B - CAIXA PREFERENCIAL;11;00:03:53;9;1;0;0;1;0;0;0
Piracicaba Vila Rezende;15/03/2023;3 - A - CAIXA ;54;00:03:30;40;10;3;1;0;0;0;0
Piracicaba Vila Rezende;15/03/2023;4 - B - CAIXA PREFERENCIAL;21;00:03:30;15;5;0;1;0;0;0;0
Piracicaba Vila Rezende;16/03/2023;3 - A - CAIXA ;41;00:03:06;33;5;1;2;0;0;0;0
Piracicaba Vila Rezende;16/03/2023;4 - B - CAIXA PREFERENCIAL;25;00:02:07;22;3;0;0;0;0;0;0
Piracicaba Vila Rezende;17/03/2023;3 - A - CAIXA ;49;00:04:19;30;17;1;0;1;0;0;0
Piracicaba Vila Rezende;17/03/2023;4 - B - CAIXA PREFERENCIAL;12;00:01:25;11;1;0;0;0;0;0;0
Piracicaba Vila Rezende;20/03/2023;3 - A - CAIXA ;51;00:04:32;34;10;3;4;0;0;0;0
Piracicaba Vila Rezende;20/03/2023;4 - B - CAIXA PREFERENCIAL;17;00:04:04;12;3;1;1;0;0;0;0
Piracicaba Vila Rezende;20/03/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;2;00:03:08;1;1;0;0;0;0;0;0
Piracicaba Vila Rezende;21/03/2023;3 - A - CAIXA ;53;00:03:04;42;10;1;0;0;0;0;0
Piracicaba Vila Rezende;21/03/2023;4 - B - CAIXA PREFERENCIAL;15;00:02:15;15;0;0;0;0;0;0;0
Piracicaba Vila Rezende;21/03/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:00:19;1;0;0;0;0;0;0;0
Piracicaba Vila Rezende;22/03/2023;3 - A - CAIXA ;39;00:03:07;28;9;2;0;0;0;0;0
Piracicaba Vila Rezende;22/03/2023;4 - B - CAIXA PREFERENCIAL;13;00:01:25;12;1;0;0;0;0;0;0
Piracicaba Vila Rezende;23/03/2023;3 - A - CAIXA ;27;00:01:00;27;0;0;0;0;0;0;0
Piracicaba Vila Rezende;23/03/2023;4 - B - CAIXA PREFERENCIAL;14;00:01:20;14;0;0;0;0;0;0;0
Piracicaba Vila Rezende;24/03/2023;3 - A - CAIXA ;43;00:02:22;38;3;1;1;0;0;0;0
Piracicaba Vila Rezende;24/03/2023;4 - B - CAIXA PREFERENCIAL;11;00:04:25;6;4;1;0;0;0;0;0
Piracicaba Vila Rezende;27/03/2023;3 - A - CAIXA ;46;00:04:47;30;7;6;2;1;0;0;0
Piracicaba Vila Rezende;27/03/2023;4 - B - CAIXA PREFERENCIAL;17;00:03:37;11;5;1;0;0;0;0;0
Piracicaba Vila Rezende;27/03/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:05:10;0;1;0;0;0;0;0;0
Piracicaba Vila Rezende;28/03/2023;3 - A - CAIXA ;43;00:06:28;19;13;10;1;0;0;0;0
Piracicaba Vila Rezende;28/03/2023;4 - B - CAIXA PREFERENCIAL;12;00:03:34;9;2;0;1;0;0;0;0
Piracicaba Vila Rezende;28/03/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;2;00:11:14;0;1;1;0;0;0;0;0
Piracicaba Vila Rezende;29/03/2023;3 - A - CAIXA ;32;00:05:47;23;2;2;1;4;0;0;0
Piracicaba Vila Rezende;29/03/2023;4 - B - CAIXA PREFERENCIAL;16;00:07:31;9;2;2;1;2;0;0;0
Piracicaba Vila Rezende;30/03/2023;3 - A - CAIXA ;33;00:03:17;24;8;1;0;0;0;0;0
Piracicaba Vila Rezende;30/03/2023;4 - B - CAIXA PREFERENCIAL;10;00:01:37;9;1;0;0;0;0;0;0
Piracicaba Vila Rezende;31/03/2023;3 - A - CAIXA ;55;00:04:22;40;11;1;1;2;0;0;0
Piracicaba Vila Rezende;31/03/2023;4 - B - CAIXA PREFERENCIAL;18;00:04:07;11;6;0;1;0;0;0;0
Piracicaba Vila Rezende;31/03/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:02:31;1;0;0;0;0;0;0;0
Piracicaba Vila Rezende;03/04/2023;3 - A - CAIXA ;46;00:03:54;33;8;4;1;0;0;0;0
Piracicaba Vila Rezende;03/04/2023;4 - B - CAIXA PREFERENCIAL;23;00:04:02;17;4;2;0;0;0;0;0
Piracicaba Vila Rezende;03/04/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;0;00:00:00;0;0;0;0;0;0;0;0
Piracicaba Vila Rezende;04/04/2023;3 - A - CAIXA ;43;00:02:27;36;7;0;0;0;0;0;0
Piracicaba Vila Rezende;04/04/2023;4 - B - CAIXA PREFERENCIAL;12;00:01:26;12;0;0;0;0;0;0;0
Piracicaba Vila Rezende;04/04/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:03:23;1;0;0;0;0;0;0;0
Piracicaba Vila Rezende;05/04/2023;3 - A - CAIXA ;68;00:03:46;48;16;4;0;0;0;0;0
Piracicaba Vila Rezende;05/04/2023;4 - B - CAIXA PREFERENCIAL;14;00:03:32;11;1;2;0;0;0;0;0
Piracicaba Vila Rezende;05/04/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;2;00:01:47;2;0;0;0;0;0;0;0
Piracicaba Vila Rezende;06/04/2023;3 - A - CAIXA ;82;00:10:42;23;15;24;10;9;1;0;0
Piracicaba Vila Rezende;06/04/2023;4 - B - CAIXA PREFERENCIAL;27;00:05:35;11;12;3;1;0;0;0;0
Piracicaba Vila Rezende;10/04/2023;3 - A - CAIXA ;69;00:09:02;31;16;10;4;4;2;2;0
Piracicaba Vila Rezende;10/04/2023;4 - B - CAIXA PREFERENCIAL;31;00:06:43;18;8;3;0;1;0;0;1
Piracicaba Vila Rezende;11/04/2023;3 - A - CAIXA ;55;00:06:25;23;20;9;2;1;0;0;0
Piracicaba Vila Rezende;11/04/2023;4 - B - CAIXA PREFERENCIAL;24;00:05:27;13;7;2;2;0;0;0;0
Piracicaba Vila Rezende;12/04/2023;3 - A - CAIXA ;42;00:06:03;33;2;2;2;0;3;0;0
Piracicaba Vila Rezende;12/04/2023;4 - B - CAIXA PREFERENCIAL;17;00:04:33;13;2;0;1;0;1;0;0
Piracicaba Vila Rezende;13/04/2023;3 - A - CAIXA ;57;00:06:16;23;23;9;2;0;0;0;0
Piracicaba Vila Rezende;13/04/2023;4 - B - CAIXA PREFERENCIAL;18;00:05:59;8;6;4;0;0;0;0;0
Piracicaba Vila Rezende;14/04/2023;3 - A - CAIXA ;44;00:03:15;32;9;3;0;0;0;0;0
Piracicaba Vila Rezende;14/04/2023;4 - B - CAIXA PREFERENCIAL;18;00:02:21;14;4;0;0;0;0;0;0
Piracicaba Vila Rezende;17/04/2023;3 - A - CAIXA ;61;00:09:04;28;8;6;11;8;0;0;0
Piracicaba Vila Rezende;17/04/2023;4 - B - CAIXA PREFERENCIAL;20;00:05:55;10;5;4;1;0;0;0;0
Piracicaba Vila Rezende;18/04/2023;3 - A - CAIXA ;51;00:04:05;37;9;2;2;1;0;0;0
Piracicaba Vila Rezende;18/04/2023;4 - B - CAIXA PREFERENCIAL;9;00:05:39;5;1;3;0;0;0;0;0
Piracicaba Vila Rezende;19/04/2023;3 - A - CAIXA ;57;00:02:48;47;6;2;2;0;0;0;0
Piracicaba Vila Rezende;19/04/2023;4 - B - CAIXA PREFERENCIAL;3;00:04:22;2;1;0;0;0;0;0;0
Piracicaba Vila Rezende;20/04/2023;3 - A - CAIXA ;68;00:07:06;30;17;12;9;0;0;0;0
Piracicaba Vila Rezende;20/04/2023;4 - B - CAIXA PREFERENCIAL;14;00:07:45;6;3;3;2;0;0;0;0
Piracicaba Vila Rezende;24/04/2023;3 - A - CAIXA ;51;00:06:35;26;15;3;4;3;0;0;0
Piracicaba Vila Rezende;24/04/2023;4 - B - CAIXA PREFERENCIAL;25;00:03:27;20;4;0;1;0;0;0;0
Piracicaba Vila Rezende;25/04/2023;3 - A - CAIXA ;48;00:02:53;40;5;3;0;0;0;0;0
Piracicaba Vila Rezende;25/04/2023;4 - B - CAIXA PREFERENCIAL;11;00:03:14;9;1;1;0;0;0;0;0
Piracicaba Vila Rezende;26/04/2023;3 - A - CAIXA ;40;00:02:22;34;4;2;0;0;0;0;0
Piracicaba Vila Rezende;26/04/2023;4 - B - CAIXA PREFERENCIAL;8;00:02:37;7;1;0;0;0;0;0;0
Piracicaba Vila Rezende;27/04/2023;3 - A - CAIXA ;41;00:02:17;34;7;0;0;0;0;0;0
Piracicaba Vila Rezende;27/04/2023;4 - B - CAIXA PREFERENCIAL;10;00:02:59;7;3;0;0;0;0;0;0
Piracicaba Vila Rezende;27/04/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:01:23;1;0;0;0;0;0;0;0
Piracicaba Vila Rezende;28/04/2023;3 - A - CAIXA ;50;00:07:19;22;15;5;6;2;0;0;0
Piracicaba Vila Rezende;28/04/2023;4 - B - CAIXA PREFERENCIAL;25;00:05:31;16;4;2;3;0;0;0;0
Piracicaba Vila Rezende;28/04/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;2;00:13:04;0;0;1;1;0;0;0;0
Piracicaba Vila Rezende;02/05/2023;3 - A - CAIXA ;46;00:08:16;15;14;10;6;1;0;0;0
Piracicaba Vila Rezende;02/05/2023;4 - B - CAIXA PREFERENCIAL;26;00:06:59;11;8;5;1;1;0;0;0
Piracicaba Vila Rezende;02/05/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:11:33;0;0;1;0;0;0;0;0
Piracicaba Vila Rezende;03/05/2023;3 - A - CAIXA ;38;00:05:16;24;6;7;1;0;0;0;0
Piracicaba Vila Rezende;03/05/2023;4 - B - CAIXA PREFERENCIAL;11;00:03:51;8;2;1;0;0;0;0;0
Piracicaba Vila Rezende;04/05/2023;3 - A - CAIXA ;35;00:01:38;33;1;1;0;0;0;0;0
Piracicaba Vila Rezende;04/05/2023;4 - B - CAIXA PREFERENCIAL;15;00:02:10;15;0;0;0;0;0;0;0
Piracicaba Vila Rezende;05/05/2023;3 - A - CAIXA ;67;00:07:12;32;19;6;5;5;0;0;0
Piracicaba Vila Rezende;05/05/2023;4 - B - CAIXA PREFERENCIAL;27;00:09:02;8;7;7;3;2;0;0;0
Piracicaba Vila Rezende;08/05/2023;3 - A - CAIXA ;57;00:09:18;25;6;10;12;4;0;0;0
Piracicaba Vila Rezende;08/05/2023;4 - B - CAIXA PREFERENCIAL;24;00:11:40;6;7;3;3;5;0;0;0
Piracicaba Vila Rezende;08/05/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:00:48;1;0;0;0;0;0;0;0
Piracicaba Vila Rezende;09/05/2023;3 - A - CAIXA ;50;00:06:54;24;15;5;3;3;0;0;0
Piracicaba Vila Rezende;09/05/2023;4 - B - CAIXA PREFERENCIAL;17;00:08:37;7;5;1;2;2;0;0;0
Piracicaba Vila Rezende;10/05/2023;3 - A - CAIXA ;61;00:05:16;34;19;7;0;1;0;0;0
Piracicaba Vila Rezende;10/05/2023;4 - B - CAIXA PREFERENCIAL;25;00:04:42;15;9;1;0;0;0;0;0
Piracicaba Vila Rezende;11/05/2023;3 - A - CAIXA ;47;00:03:58;34;7;4;2;0;0;0;0
Piracicaba Vila Rezende;11/05/2023;4 - B - CAIXA PREFERENCIAL;18;00:04:32;11;4;3;0;0;0;0;0
Piracicaba Vila Rezende;11/05/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:05:52;0;1;0;0;0;0;0;0
Piracicaba Vila Rezende;12/05/2023;3 - A - CAIXA ;41;00:03:38;30;6;4;1;0;0;0;0
Piracicaba Vila Rezende;12/05/2023;4 - B - CAIXA PREFERENCIAL;16;00:05:21;8;7;0;1;0;0;0;0
Piracicaba Vila Rezende;12/05/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:11:19;0;0;1;0;0;0;0;0
Piracicaba Vila Rezende;15/05/2023;3 - A - CAIXA ;52;00:07:37;26;5;15;3;3;0;0;0
Piracicaba Vila Rezende;15/05/2023;4 - B - CAIXA PREFERENCIAL;21;00:07:13;10;5;3;3;0;0;0;0
Piracicaba Vila Rezende;15/05/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:04:46;1;0;0;0;0;0;0;0
Piracicaba Vila Rezende;16/05/2023;3 - A - CAIXA ;42;00:02:14;36;6;0;0;0;0;0;0
Piracicaba Vila Rezende;16/05/2023;4 - B - CAIXA PREFERENCIAL;7;00:02:05;7;0;0;0;0;0;0;0
Piracicaba Vila Rezende;17/05/2023;3 - A - CAIXA ;42;00:05:30;26;11;1;3;0;1;0;0
Piracicaba Vila Rezende;17/05/2023;4 - B - CAIXA PREFERENCIAL;9;00:07:04;5;1;2;0;1;0;0;0
Piracicaba Vila Rezende;17/05/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:27:16;0;0;0;0;1;0;0;0
Piracicaba Vila Rezende;18/05/2023;3 - A - CAIXA ;47;00:02:55;38;8;1;0;0;0;0;0
Piracicaba Vila Rezende;18/05/2023;4 - B - CAIXA PREFERENCIAL;14;00:04:05;9;4;1;0;0;0;0;0
Piracicaba Vila Rezende;19/05/2023;3 - A - CAIXA ;62;00:05:15;36;15;8;3;0;0;0;0
Piracicaba Vila Rezende;19/05/2023;4 - B - CAIXA PREFERENCIAL;16;00:03:51;11;3;2;0;0;0;0;0
Piracicaba Vila Rezende;22/05/2023;3 - A - CAIXA ;58;00:05:36;31;16;7;4;0;0;0;0
Piracicaba Vila Rezende;22/05/2023;4 - B - CAIXA PREFERENCIAL;23;00:04:01;15;5;3;0;0;0;0;0
Piracicaba Vila Rezende;23/05/2023;3 - A - CAIXA ;70;00:01:42;61;8;1;0;0;0;0;0
Piracicaba Vila Rezende;23/05/2023;4 - B - CAIXA PREFERENCIAL;16;00:01:12;14;2;0;0;0;0;0;0
Piracicaba Vila Rezende;23/05/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;6;00:00:10;6;0;0;0;0;0;0;0
Piracicaba Vila Rezende;24/05/2023;3 - A - CAIXA ;46;00:01:56;40;5;1;0;0;0;0;0
Piracicaba Vila Rezende;24/05/2023;4 - B - CAIXA PREFERENCIAL;7;00:02:13;6;1;0;0;0;0;0;0
Piracicaba Vila Rezende;25/05/2023;3 - A - CAIXA ;29;00:04:24;18;6;3;2;0;0;0;0
Piracicaba Vila Rezende;25/05/2023;4 - B - CAIXA PREFERENCIAL;20;00:05:13;13;3;3;1;0;0;0;0
Piracicaba Vila Rezende;26/05/2023;3 - A - CAIXA ;38;00:03:36;26;9;3;0;0;0;0;0
Piracicaba Vila Rezende;26/05/2023;4 - B - CAIXA PREFERENCIAL;14;00:02:56;9;5;0;0;0;0;0;0
Piracicaba Vila Rezende;29/05/2023;3 - A - CAIXA ;41;00:03:34;33;6;1;1;0;0;0;0
Piracicaba Vila Rezende;29/05/2023;4 - B - CAIXA PREFERENCIAL;15;00:02:19;14;1;0;0;0;0;0;0
Piracicaba Vila Rezende;29/05/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:02:38;1;0;0;0;0;0;0;0
Piracicaba Vila Rezende;30/05/2023;3 - A - CAIXA ;37;00:03:12;28;7;2;0;0;0;0;0
Piracicaba Vila Rezende;30/05/2023;4 - B - CAIXA PREFERENCIAL;12;00:02:35;10;1;1;0;0;0;0;0
Piracicaba Vila Rezende;31/05/2023;3 - A - CAIXA ;35;00:03:08;29;4;1;1;0;0;0;0
Piracicaba Vila Rezende;31/05/2023;4 - B - CAIXA PREFERENCIAL;13;00:02:30;12;1;0;0;0;0;0;0
Piracicaba Paulista;02/01/2023;3 - A - CAIXA ;39;00:03:06;32;6;1;0;0;0;0;0
Piracicaba Paulista;02/01/2023;4 - B - CAIXA PREFERENCIAL;7;00:02:13;6;1;0;0;0;0;0;0
Piracicaba Paulista;02/01/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;3;00:02:55;3;0;0;0;0;0;0;0
Piracicaba Paulista;03/01/2023;3 - A - CAIXA ;44;00:03:17;33;9;2;0;0;0;0;0
Piracicaba Paulista;03/01/2023;4 - B - CAIXA PREFERENCIAL;10;00:02:16;9;1;0;0;0;0;0;0
Piracicaba Paulista;03/01/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:01:53;1;0;0;0;0;0;0;0
Piracicaba Paulista;04/01/2023;3 - A - CAIXA ;45;00:02:58;37;7;0;1;0;0;0;0
Piracicaba Paulista;04/01/2023;4 - B - CAIXA PREFERENCIAL;13;00:01:54;12;1;0;0;0;0;0;0
Piracicaba Paulista;04/01/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;2;00:01:16;2;0;0;0;0;0;0;0
Piracicaba Paulista;05/01/2023;3 - A - CAIXA ;45;00:03:34;35;6;3;1;0;0;0;0
Piracicaba Paulista;05/01/2023;4 - B - CAIXA PREFERENCIAL;12;00:02:39;10;2;0;0;0;0;0;0
Piracicaba Paulista;06/01/2023;3 - A - CAIXA ;72;00:08:04;33;17;7;7;8;0;0;0
Piracicaba Paulista;06/01/2023;4 - B - CAIXA PREFERENCIAL;20;00:04:21;16;1;2;1;0;0;0;0
Piracicaba Paulista;06/01/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:02:31;1;0;0;0;0;0;0;0
Piracicaba Paulista;09/01/2023;3 - A - CAIXA ;61;00:05:13;35;20;5;0;1;0;0;0
Piracicaba Paulista;09/01/2023;4 - B - CAIXA PREFERENCIAL;16;00:06:20;10;3;1;2;0;0;0;0
Piracicaba Paulista;10/01/2023;3 - A - CAIXA ;71;00:04:42;40;27;3;1;0;0;0;0
Piracicaba Paulista;10/01/2023;4 - B - CAIXA PREFERENCIAL;12;00:03:45;9;3;0;0;0;0;0;0
Piracicaba Paulista;10/01/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:01:28;1;0;0;0;0;0;0;0
Piracicaba Paulista;11/01/2023;3 - A - CAIXA ;37;00:01:53;34;3;0;0;0;0;0;0
Piracicaba Paulista;11/01/2023;4 - B - CAIXA PREFERENCIAL;10;00:00:53;10;0;0;0;0;0;0;0
Piracicaba Paulista;12/01/2023;3 - A - CAIXA ;47;00:04:14;33;7;5;2;0;0;0;0
Piracicaba Paulista;12/01/2023;4 - B - CAIXA PREFERENCIAL;15;00:02:38;13;1;1;0;0;0;0;0
Piracicaba Paulista;12/01/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:03:13;1;0;0;0;0;0;0;0
Piracicaba Paulista;13/01/2023;3 - A - CAIXA ;60;00:02:43;51;9;0;0;0;0;0;0
Piracicaba Paulista;13/01/2023;4 - B - CAIXA PREFERENCIAL;10;00:01:35;10;0;0;0;0;0;0;0
Piracicaba Paulista;13/01/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:01:34;1;0;0;0;0;0;0;0
Piracicaba Paulista;16/01/2023;3 - A - CAIXA ;65;00:05:08;43;13;4;5;0;0;0;0
Piracicaba Paulista;16/01/2023;4 - B - CAIXA PREFERENCIAL;13;00:04:09;10;1;2;0;0;0;0;0
Piracicaba Paulista;17/01/2023;3 - A - CAIXA ;47;00:03:25;37;6;1;3;0;0;0;0
Piracicaba Paulista;17/01/2023;4 - B - CAIXA PREFERENCIAL;6;00:02:37;5;1;0;0;0;0;0;0
Piracicaba Paulista;18/01/2023;3 - A - CAIXA ;48;00:03:31;37;7;3;1;0;0;0;0
Piracicaba Paulista;18/01/2023;4 - B - CAIXA PREFERENCIAL;12;00:03:32;10;0;2;0;0;0;0;0
Piracicaba Paulista;18/01/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:01:34;1;0;0;0;0;0;0;0
Piracicaba Paulista;19/01/2023;3 - A - CAIXA ;30;00:03:09;23;6;1;0;0;0;0;0
Piracicaba Paulista;19/01/2023;4 - B - CAIXA PREFERENCIAL;12;00:04:31;8;3;1;0;0;0;0;0
Piracicaba Paulista;20/01/2023;3 - A - CAIXA ;82;00:05:07;44;29;8;1;0;0;0;0
Piracicaba Paulista;20/01/2023;4 - B - CAIXA PREFERENCIAL;16;00:03:41;10;6;0;0;0;0;0;0
Piracicaba Paulista;20/01/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;2;00:05:59;1;1;0;0;0;0;0;0
Piracicaba Paulista;23/01/2023;3 - A - CAIXA ;63;00:04:53;37;15;11;0;0;0;0;0
Piracicaba Paulista;23/01/2023;4 - B - CAIXA PREFERENCIAL;9;00:02:58;6;3;0;0;0;0;0;0
Piracicaba Paulista;23/01/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;2;00:00:19;2;0;0;0;0;0;0;0
Piracicaba Paulista;24/01/2023;3 - A - CAIXA ;46;00:05:04;34;3;3;3;3;0;0;0
Piracicaba Paulista;24/01/2023;4 - B - CAIXA PREFERENCIAL;9;00:02:30;8;1;0;0;0;0;0;0
Piracicaba Paulista;24/01/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;2;00:08:59;0;1;1;0;0;0;0;0
Piracicaba Paulista;25/01/2023;3 - A - CAIXA ;34;00:02:31;28;5;1;0;0;0;0;0
Piracicaba Paulista;25/01/2023;4 - B - CAIXA PREFERENCIAL;8;00:02:38;6;2;0;0;0;0;0;0
Piracicaba Paulista;25/01/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:02:40;1;0;0;0;0;0;0;0
Piracicaba Paulista;26/01/2023;3 - A - CAIXA ;53;00:02:13;49;4;0;0;0;0;0;0
Piracicaba Paulista;26/01/2023;4 - B - CAIXA PREFERENCIAL;10;00:02:15;9;1;0;0;0;0;0;0
Piracicaba Paulista;27/01/2023;3 - A - CAIXA ;48;00:04:22;30;13;5;0;0;0;0;0
Piracicaba Paulista;27/01/2023;4 - B - CAIXA PREFERENCIAL;10;00:03:49;8;2;0;0;0;0;0;0
Piracicaba Paulista;27/01/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;1;00:06:13;0;1;0;0;0;0;0;0
Piracicaba Paulista;30/01/2023;3 - A - CAIXA ;61;00:06:15;25;31;3;1;1;0;0;0
Piracicaba Paulista;30/01/2023;4 - B - CAIXA PREFERENCIAL;13;00:03:46;10;1;2;0;0;0;0;0
Piracicaba Paulista;31/01/2023;3 - A - CAIXA ;35;00:04:12;21;14;0;0;0;0;0;0
Piracicaba Paulista;31/01/2023;4 - B - CAIXA PREFERENCIAL;7;00:02:50;6;1;0;0;0;0;0;0
Piracicaba Paulista;01/02/2023;3 - A - CAIXA ;38;00:03:48;30;5;3;0;0;0;0;0
Piracicaba Paulista;01/02/2023;4 - B - CAIXA PREFERENCIAL;14;00:04:58;7;6;1;0;0;0;0;0
Piracicaba Paulista;01/02/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;3;00:02:31;3;0;0;0;0;0;0;0
Piracicaba Paulista;02/02/2023;3 - A - CAIXA ;38;00:04:12;23;14;1;0;0;0;0;0
Piracicaba Paulista;02/02/2023;4 - B - CAIXA PREFERENCIAL;11;00:04:10;7;3;1;0;0;0;0;0
Piracicaba Paulista;02/02/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;2;00:02:16;2;0;0;0;0;0;0;0
Piracicaba Paulista;03/02/2023;3 - A - CAIXA ;57;00:02:36;48;8;1;0;0;0;0;0
Piracicaba Paulista;03/02/2023;4 - B - CAIXA PREFERENCIAL;12;00:01:37;12;0;0;0;0;0;0;0
Piracicaba Paulista;06/02/2023;3 - A - CAIXA ;75;00:04:27;48;22;5;0;0;0;0;0
Piracicaba Paulista;06/02/2023;4 - B - CAIXA PREFERENCIAL;8;00:02:11;7;1;0;0;0;0;0;0
Piracicaba Paulista;07/02/2023;3 - A - CAIXA ;56;00:03:33;42;11;2;1;0;0;0;0
Piracicaba Paulista;07/02/2023;4 - B - CAIXA PREFERENCIAL;9;00:02:49;8;1;0;0;0;0;0;0
Piracicaba Paulista;07/02/2023;6 - C - CAIXA PREFERENCIAL + 80 ANOS;2;00:03:22;1;1;0;0;0;0;0;0
Piracicaba Paulista;08/02/2023;3 - A - CAIXA ;42;00:02:55;36;3;0;3;0;0;0;0
Piracicaba Paulista;08/02/2023;4 - B - CAIXA PREFERENCIAL;9;00:04:58;7;0;1;1;0;0;0;0
Piracicaba Paulista;09/02/2023;3 - A - CAIXA ;55;00:04:45;35;10;6;4;0;0;0;0
Piracicaba Paulista;09/02/2023;4 - B - CAIXA PREFERENCIAL;8;00:03:25;7;1;0;0;0;0;0;0
Piracicaba Paulista;10/02/2023;3 - A - CAIXA ;80;00:04:04;49;26;5;0;0;0;0;0
